"Pre-load",0.1,"N"
"Speed, flexure modulus",20,"mm/min"
"Test speed",20,"mm/min"
"Deformation","Standard force"
"mm","N"
11.5164,101.143
11.5265,101.117
11.5365,101.072
11.5498,101.023
11.5631,100.965
11.5731,100.926
11.5864,100.876
11.5964,100.838
11.6098,100.784
11.6198,100.744
11.6298,100.704
11.6431,100.645
11.6531,100.603
11.6664,100.538
11.6798,100.485
11.6898,100.442
11.6998,100.406
11.7131,100.339
11.7231,100.294
11.7364,100.22
11.7464,100.166
11.7598,100.08
11.7731,100.002
11.7831,99.9517
11.7931,99.9001
11.8064,99.8344
11.8198,99.781
11.8331,99.722
11.8431,99.6798
11.8531,99.6223
11.8664,99.5485
11.8797,99.4777
11.8898,99.4391
11.9031,99.3881
11.9165,99.3313
11.9298,99.2672
11.9431,99.1883
11.9564,99.106
11.9698,99.0438
11.9798,99.0061
11.9931,98.9546
12.0031,98.9205
12.0131,98.8934
12.0264,98.8486
12.0364,98.8044
12.0465,98.7603
12.0598,98.7002
12.0731,98.643
12.0864,98.5809
12.0964,98.5354
12.1064,98.4945
12.1198,98.4317
12.1298,98.3908
12.1398,98.3488
12.1531,98.291
12.1631,98.2474
12.1731,98.1959
12.1864,98.1411
12.1964,98.0917
12.2065,98.0546
12.2198,98.0042
12.2298,97.9602
12.2398,97.9105
12.2531,97.8283
12.2665,97.7574
12.2797,97.6897
12.2898,97.6459
12.2998,97.594
12.3131,97.5256
12.3264,97.4722
12.3365,97.4403
12.3465,97.4028
12.3598,97.3388
12.3731,97.2611
12.3864,97.1704
12.3964,97.1253
12.4098,97.0584
12.4198,97.0332
12.4331,96.9764
12.4431,96.9398
12.4565,96.8799
12.4698,96.8137
12.4798,96.7657
12.4898,96.7222
12.5031,96.6698
12.5131,96.6285
12.5231,96.6011
12.5365,96.5444
12.5498,96.4834
12.5631,96.4226
12.5731,96.3764
12.5831,96.3391
12.5964,96.2775
12.6064,96.2248
12.6165,96.1824
12.6298,96.1189
12.6398,96.0732
12.6498,96.0186
12.6631,95.9599
12.6731,95.9228
12.6864,95.8583
12.6964,95.8202
12.7064,95.769
12.7164,95.735
12.7298,95.6943
12.7398,95.6622
12.7531,95.6023
12.7664,95.5419
12.7764,95.489
12.7897,95.4326
12.7998,95.3897
12.8098,95.3401
12.8231,95.2722
12.8365,95.1944
12.8498,95.12
12.8598,95.0712
12.8698,95.0193
12.8831,94.9578
12.8964,94.888
12.9064,94.8494
12.9164,94.8097
12.9264,94.7754
12.9365,94.7344
12.9498,94.6867
12.9631,94.6137
12.9764,94.5271
12.9864,94.48
12.9964,94.4439
13.0098,94.3874
13.0198,94.3427
13.0298,94.3047
13.0431,94.2689
13.0531,94.2477
13.0631,94.2164
13.0764,94.1536
13.0898,94.0857
13.1031,94.0332
13.1131,93.9973
13.1231,93.964
13.1364,93.9166
13.1465,93.8711
13.1565,93.8206
13.1698,93.7404
13.1798,93.6773
13.1898,93.6303
13.2031,93.5741
13.2131,93.526
13.2231,93.4803
13.2364,93.4111
13.2464,93.3679
13.2598,93.295
13.2698,93.2426
13.2831,93.1618
13.2964,93.0939
13.3064,93.0407
13.3164,92.9988
13.3298,92.9354
13.3431,92.8688
13.3564,92.8098
13.3665,92.7539
13.3765,92.709
13.3898,92.6313
13.3998,92.5741
13.4098,92.5216
13.4231,92.4641
13.4331,92.432
13.4431,92.401
13.4564,92.3505
13.4698,92.2929
13.4831,92.2386
13.4931,92.2003
13.5064,92.1471
13.5198,92.0971
13.5298,92.0651
13.5398,92.0301
13.5531,91.9812
13.5665,91.9257
13.5798,91.8756
13.5898,91.8201
13.5998,91.789
13.6131,91.7268
13.6231,91.6801
13.6364,91.6179
13.6498,91.5578
13.6598,91.5267
13.6698,91.4824
13.6798,91.4506
13.6931,91.3653
13.7064,91.3003
13.7164,91.2649
13.7264,91.2361
13.7398,91.1864
13.7498,91.1491
13.7598,91.1162
13.7731,91.0463
13.7864,90.968
13.7964,90.91
13.8098,90.8524
13.8198,90.8125
13.8298,90.7733
13.8398,90.7364
13.8531,90.6907
13.8664,90.6294
13.8765,90.5929
13.8865,90.5457
13.8998,90.4882
13.9131,90.4255
13.9231,90.383
13.9331,90.3411
13.9431,90.3017
13.9531,90.2619
13.9665,90.2038
13.9798,90.141
13.9931,90.0703
14.0031,90.03
14.0131,89.9773
14.0264,89.9183
14.0364,89.8788
14.0465,89.851
14.0598,89.808
14.0698,89.7703
14.0831,89.7205
14.0931,89.6782
14.1064,89.6277
14.1197,89.5709
14.1298,89.5409
14.1398,89.5214
14.1531,89.5046
14.1631,89.485
14.1731,89.4532
14.1864,89.4039
14.1964,89.362
14.2097,89.3222
14.2198,89.2928
14.2298,89.2683
14.2398,89.2408
14.2531,89.1981
14.2665,89.1552
14.2798,89.0981
14.2898,89.0515
14.2998,88.9946
14.3131,88.9389
14.3231,88.897
14.3331,88.8659
14.3464,88.8211
14.3598,88.7698
14.3731,88.722
14.3831,88.6802
14.3931,88.636
14.4064,88.5717
14.4164,88.5197
14.4264,88.4874
14.4398,88.4339
14.4498,88.4055
14.4598,88.3559
14.4731,88.3049
14.4831,88.2518
14.4931,88.2089
14.5064,88.1359
14.5198,88.0789
14.5331,88.0372
14.5431,88.0022
14.5531,87.9668
14.5665,87.9
14.5765,87.8434
14.5898,87.799
14.6031,87.7556
14.6164,87.7189
14.6297,87.6651
14.6398,87.6266
14.6531,87.5949
14.6631,87.5711
14.6731,87.5633
14.6831,87.5497
14.6964,87.5419
14.7098,87.5294
14.7231,87.506
14.7331,87.4825
14.7431,87.464
14.7564,87.4505
14.7665,87.4382
14.7765,87.4238
14.7898,87.395
14.8031,87.3461
14.8131,87.3132
14.8264,87.2504
14.8364,87.2246
14.8464,87.1914
14.8564,87.1654
14.8698,87.1191
14.8831,87.0562
14.8931,87.0218
14.9031,86.9746
14.9164,86.9297
14.9297,86.8733
14.9398,86.8467
14.9498,86.8097
14.9598,86.7897
14.9698,86.7554
14.9798,86.7285
14.9931,86.6787
15.0064,86.6259
15.0164,86.5823
15.0298,86.5266
15.0431,86.4869
15.0531,86.4555
15.0631,86.4253
15.0765,86.3724
15.0898,86.3065
15.1031,86.2561
15.1131,86.2108
15.1231,86.1856
15.1364,86.1547
15.1464,86.1381
15.1565,86.1283
15.1698,86.1203
15.1798,86.1193
15.1898,86.1067
15.2031,86.0885
15.2131,86.0615
15.2264,86.0322
15.2364,86.0144
15.2464,86.0026
15.2564,85.9896
15.2698,85.9751
15.2798,85.9648
15.2931,85.952
15.3031,85.9398
15.3131,85.9234
15.3264,85.9051
15.3364,85.8974
15.3464,85.8975
15.3598,85.901
15.3731,85.9076
15.3831,85.9046
15.3965,85.8773
15.4098,85.8434
15.4231,85.8184
15.4364,85.7796
15.4464,85.7561
15.4564,85.7224
15.4664,85.6882
15.4765,85.6564
15.4898,85.6176
15.5031,85.5797
15.5164,85.5238
15.5264,85.4877
15.5398,85.4369
15.5531,85.3952
15.5665,85.3533
15.5798,85.3021
15.5898,85.2561
15.6031,85.2014
15.6164,85.1361
15.6298,85.0594
15.6431,84.9794
15.6531,84.9361
15.6631,84.9011
15.6764,84.8523
15.6864,84.8005
15.6965,84.7564
15.7098,84.6928
15.7198,84.653
15.7331,84.598
15.7431,84.5661
15.7531,84.5504
15.7631,84.5416
15.7764,84.5173
15.7865,84.4958
15.7998,84.4603
15.8131,84.4432
15.8231,84.4212
15.8364,84.3749
15.8464,84.3469
15.8565,84.3137
15.8698,84.2905
15.8831,84.2418
15.8964,84.1899
15.9065,84.1553
15.9165,84.1306
15.9298,84.0828
15.9431,84.023
15.9531,83.9848
15.9664,83.9419
15.9764,83.9175
15.9865,83.887
15.9965,83.8626
16.0098,83.8164
16.0231,83.7843
16.0331,83.7586
16.0464,83.7296
16.0598,83.7106
16.0698,83.6957
16.0798,83.6864
16.0931,83.6527
16.1064,83.6089
16.1198,83.5753
16.1298,83.538
16.1398,83.5099
16.1531,83.4674
16.1631,83.4364
16.1731,83.4088
16.1864,83.357
16.1965,83.325
16.2065,83.2875
16.2198,83.219
16.2331,83.1387
16.2464,83.0715
16.2564,83.0448
16.2665,83.0286
16.2798,83.0207
16.2898,83.0066
16.2998,82.9846
16.3131,82.9342
16.3231,82.9027
16.3331,82.8625
16.3464,82.815
16.3564,82.7751
16.3664,82.7358
16.3764,82.7069
16.3898,82.6678
16.3998,82.6404
16.4131,82.6002
16.4265,82.5656
16.4398,82.5201
16.4531,82.4533
16.4631,82.4092
16.4731,82.3695
16.4831,82.3429
16.4931,82.3188
16.5064,82.2527
16.5198,82.178
16.5331,82.0911
16.5431,82.0475
16.5564,81.9854
16.5698,81.937
16.5831,81.8817
16.5964,81.82
16.6065,81.7724
16.6165,81.7158
16.6298,81.6402
16.6431,81.575
16.6531,81.5377
16.6664,81.5016
16.6764,81.4805
16.6898,81.446
16.6998,81.4157
16.7098,81.3896
16.7231,81.3463
16.7331,81.3116
16.7431,81.2776
16.7564,81.2387
16.7664,81.201
16.7765,81.161
16.7898,81.1052
16.7998,81.0637
16.8098,81.0159
16.8231,80.9615
16.8364,80.9172
16.8464,80.8896
16.8598,80.8399
16.8698,80.8076
16.8831,80.7704
16.8964,80.7392
16.9064,80.7114
16.9198,80.6466
16.9331,80.5754
16.9464,80.5009
16.9598,80.4231
16.9698,80.3761
16.9831,80.3186
16.9931,80.2868
17.0031,80.2445
17.0131,80.2071
17.0264,80.15
17.0397,80.0865
17.0498,80.0494
17.0598,80.0084
17.0731,79.968
17.0831,79.9311
17.0931,79.905
17.1064,79.8636
17.1165,79.8362
17.1265,79.8022
17.1398,79.763
17.1531,79.7014
17.1664,79.6344
17.1764,79.593
17.1864,79.549
17.1998,79.4974
17.2098,79.4526
17.2198,79.416
17.2331,79.3547
17.2431,79.313
17.2531,79.272
17.2664,79.2332
17.2764,79.2027
17.2865,79.1755
17.2998,79.1316
17.3098,79.1057
17.3198,79.0683
17.3331,79.0141
17.3465,78.9311
17.3597,78.856
17.3698,78.8078
17.3798,78.771
17.3931,78.727
17.4064,78.6849
17.4165,78.6427
17.4298,78.5902
17.4431,78.5298
17.4564,78.4745
17.4698,78.4129
17.4798,78.374
17.4898,78.3342
17.5031,78.2961
17.5131,78.2651
17.5231,78.2279
17.5365,78.1687
17.5497,78.1159
17.5598,78.0804
17.5698,78.0401
17.5831,78.0006
17.5931,77.9783
17.6031,77.9719
17.6165,77.9608
17.6298,77.9362
17.6431,77.9178
17.6531,77.8915
17.6631,77.8862
17.6764,77.873
17.6865,77.8513
17.6965,77.8293
17.7098,77.7978
17.7198,77.7707
17.7298,77.7447
17.7431,77.6927
17.7531,77.6565
17.7664,77.6096
17.7764,77.58
17.7864,77.5352
17.7964,77.4908
17.8098,77.4194
17.8198,77.3737
17.8331,77.3011
17.8464,77.2395
17.8564,77.1836
17.8697,77.1203
17.8798,77.0713
17.8898,77.0306
17.9031,76.9733
17.9165,76.9211
17.9298,76.8451
17.9398,76.7909
17.9498,76.7328
17.9631,76.6742
17.9764,76.6216
17.9864,76.582
17.9964,76.5488
18.0064,76.525
18.0165,76.489
18.0298,76.429
18.0431,76.357
18.0564,76.2649
18.0664,76.2095
18.0764,76.1506
18.0898,76.0802
18.0998,76.0398
18.1098,76.0124
18.1231,75.9806
18.1331,75.9496
18.1431,75.9291
18.1564,75.8938
18.1698,75.8533
18.1831,75.8045
18.1931,75.7788
18.2031,75.7552
18.2164,75.732
18.2264,75.7126
18.2365,75.7099
18.2498,75.7064
18.2598,75.6964
18.2698,75.6834
18.2831,75.6737
18.2931,75.6742
18.3031,75.6835
18.3164,75.6824
18.3264,75.6672
18.3364,75.6443
18.3464,75.6148
18.3598,75.5891
18.3698,75.5678
18.3831,75.5509
18.3931,75.5396
18.4064,75.5283
18.4198,75.4915
18.4298,75.475
18.4431,75.4221
18.4564,75.3781
18.4697,75.312
18.4831,75.2449
18.4931,75.2104
18.5065,75.1602
18.5198,75.1022
18.5331,75.046
18.5464,74.9695
18.5564,74.9133
18.5698,74.814
18.5831,74.7252
18.5964,74.6436
18.6064,74.582
18.6165,74.5327
18.6298,74.4533
18.6398,74.3983
18.6498,74.3371
18.6631,74.2648
18.6764,74.1865
18.6864,74.1359
18.6964,74.0963
18.7065,74.0671
18.7198,74.0392
18.7298,74.0162
18.7431,73.9784
18.7564,73.9339
18.7664,73.8901
18.7765,73.8537
18.7897,73.8029
18.7998,73.7635
18.8098,73.7328
18.8231,73.6913
18.8331,73.6591
18.8431,73.6248
18.8564,73.5754
18.8698,73.5296
18.8831,73.4725
18.8931,73.4343
18.9031,73.3905
18.9164,73.3483
18.9298,73.29
18.9398,73.2439
18.9498,73.1795
18.9598,73.114
18.9698,73.0458
18.9831,72.97
18.9964,72.9066
19.0064,72.8476
19.0164,72.7987
19.0298,72.7292
19.0431,72.6532
19.0564,72.5695
19.0698,72.5048
19.0798,72.4625
19.0931,72.405
19.1064,72.3617
19.1164,72.3436
19.1265,72.3377
19.1398,72.3176
19.1498,72.2956
19.1631,72.2598
19.1731,72.2258
19.1864,72.1963
19.1997,72.1732
19.2098,72.1639
19.2198,72.1397
19.2331,72.1131
19.2431,72.0796
19.2531,72.0461
19.2664,71.9861
19.2764,71.9302
19.2897,71.8798
19.2998,71.8509
19.3098,71.819
19.3198,71.7887
19.3331,71.7608
19.3431,71.7435
19.3531,71.7114
19.3631,71.6692
19.3764,71.6256
19.3897,71.5854
19.3998,71.5628
19.4098,71.5329
19.4231,71.491
19.4364,71.4432
19.4465,71.4045
19.4598,71.3423
19.4731,71.2678
19.4864,71.1897
19.4998,71.1217
19.5098,71.0827
19.5231,71.039
19.5364,70.9741
19.5498,70.9175
19.5598,70.8609
19.5698,70.819
19.5831,70.7506
19.5931,70.7148
19.6031,70.6739
19.6164,70.6456
19.6298,70.5935
19.6431,70.5467
19.6531,70.5148
19.6665,70.4761
19.6798,70.4254
19.6931,70.3846
19.7031,70.3478
19.7131,70.3321
19.7231,70.311
19.7364,70.2844
19.7464,70.2562
19.7564,70.2304
19.7664,70.1994
19.7765,70.1731
19.7898,70.1248
19.8031,70.0852
19.8131,70.0457
19.8231,70.011
19.8364,69.9726
19.8465,69.9479
19.8565,69.9136
19.8698,69.869
19.8831,69.8028
19.8931,69.7519
19.9064,69.6919
19.9164,69.6598
19.9298,69.6373
19.9431,69.6058
19.9531,69.5786
19.9664,69.5245
19.9798,69.4821
19.9931,69.447
20.0064,69.4201
20.0164,69.4198
20.0298,69.4072
20.0398,69.4043
20.0498,69.3782
20.0631,69.3581
20.0765,69.3268
20.0897,69.3003
20.0998,69.2907
20.1098,69.2744
20.1231,69.2644
20.1331,69.2584
20.1431,69.2705
20.1565,69.2456
20.1698,69.1962
20.1831,69.1509
20.1931,69.1265
20.2031,69.1141
20.2164,69.1046
20.2264,69.0926
20.2364,69.0882
20.2498,69.0824
20.2598,69.0833
20.2698,69.0655
20.2831,69.0479
20.2931,69.0188
20.3064,68.9879
20.3164,68.9499
20.3264,68.9276
20.3364,68.9013
20.3498,68.8707
20.3598,68.8372
20.3731,68.8068
20.3831,68.7864
20.3931,68.7754
20.4064,68.755
20.4164,68.7523
20.4264,68.7458
20.4398,68.745
20.4531,68.7327
20.4631,68.7362
20.4765,68.7056
20.4898,68.6613
20.5031,68.602
20.5164,68.5611
20.5264,68.5308
20.5364,68.4954
20.5464,68.456
20.5565,68.4166
20.5698,68.3477
20.5831,68.2583
20.5964,68.1634
20.6064,68.1047
20.6198,68.0281
20.6331,67.9471
20.6465,67.8678
20.6598,67.7651
20.6698,67.6903
20.6798,67.6077
20.6931,67.5287
20.7031,67.4603
20.7131,67.4071
20.7264,67.322
20.7365,67.2663
20.7498,67.1962
20.7598,67.1465
20.7698,67.0991
20.7798,67.0504
20.7931,66.9866
20.8064,66.9295
20.8197,66.8801
20.8298,66.8497
20.8398,66.811
20.8531,66.7642
20.8631,66.7281
20.8731,66.7107
20.8864,66.6779
20.8998,66.6168
20.9098,66.5765
20.9231,66.5124
20.9331,66.4789
20.9464,66.4155
20.9598,66.3672
20.9698,66.3235
20.9831,66.2609
20.9965,66.1897
21.0098,66.1158
21.0231,66.0578
21.0331,66.0494
21.0464,66.0243
21.0598,66.0025
21.0698,65.9795
21.0798,65.9337
21.0931,65.866
21.1064,65.7619
21.1164,65.6875
21.1264,65.6054
21.1398,65.5198
21.1498,65.459
21.1598,65.4112
21.1731,65.3374
21.1864,65.2487
21.1998,65.1555
21.2098,65.0654
21.2198,65.001
21.2331,64.9233
21.2431,64.8709
21.2531,64.8169
21.2664,64.7438
21.2765,64.6955
21.2865,64.6487
21.2998,64.5817
21.3131,64.4994
21.3264,64.4248
21.3364,64.3874
21.3465,64.3559
21.3598,64.3288
21.3698,64.3036
21.3798,64.2898
21.3931,64.2481
21.4031,64.2039
21.4131,64.1482
21.4264,64.0853
21.4364,64.0585
21.4464,64.0271
21.4564,63.997
21.4698,63.9517
21.4798,63.9177
21.4931,63.8504
21.5065,63.7858
21.5198,63.7163
21.5331,63.6627
21.5431,63.6304
21.5531,63.5941
21.5631,63.5681
21.5731,63.5111
21.5865,63.4446
21.5998,63.3653
21.6131,63.2944
21.6231,63.2615
21.6364,63.2091
21.6498,63.1708
21.6631,63.1455
21.6764,63.1164
21.6865,63.1043
21.6965,63.0779
21.7098,63.0515
21.7198,63.0173
21.7298,62.9978
21.7431,62.9854
21.7531,62.9724
21.7664,62.9641
21.7764,62.9378
21.7864,62.9172
21.7964,62.889
21.8098,62.8373
21.8231,62.7882
21.8364,62.7417
21.8464,62.7031
21.8565,62.6636
21.8698,62.6021
21.8798,62.5578
21.8898,62.5263
21.9031,62.4899
21.9164,62.4551
21.9264,62.4324
21.9398,62.3977
21.9498,62.377
21.9631,62.3477
21.9764,62.3306
21.9864,62.3278
21.9998,62.2862
22.0131,62.267
22.0264,62.2553
22.0398,62.2432
22.0498,62.2528
22.0631,62.2566
22.0765,62.2633
22.0898,62.2563
22.1031,62.2171
22.1164,62.1758
22.1298,62.136
22.1431,62.089
22.1565,62.0678
22.1698,62.054
22.1831,62.0378
22.1931,62.0281
22.2065,61.986
22.2198,61.9357
22.2331,61.8785
22.2464,61.8274
22.2564,61.7959
22.2664,61.76
22.2798,61.7192
22.2898,61.6921
22.2998,61.686
22.3131,61.6717
22.3231,61.661
22.3331,61.6618
22.3464,61.6798
22.3564,61.6935
22.3665,61.7118
22.3798,61.7115
22.3898,61.707
22.3998,61.6909
22.4131,61.6544
22.4265,61.5965
22.4397,61.5454
22.4498,61.5092
22.4598,61.4854
22.4731,61.4754
22.4865,61.4781
22.4965,61.4825
22.5098,61.4613
22.5231,61.4398
22.5364,61.4421
22.5497,61.4454
22.5598,61.4432
22.5698,61.4317
22.5798,61.4121
22.5898,61.3818
22.6031,61.3258
22.6165,61.2555
22.6298,61.1603
22.6398,61.0993
22.6531,61.0118
22.6631,60.9435
22.6731,60.8704
22.6831,60.8146
22.6965,60.7404
22.7098,60.6612
22.7231,60.6055
22.7331,60.5728
22.7431,60.5771
22.7564,60.5924
22.7665,60.6183
22.7765,60.65
22.7898,60.6844
22.7998,60.6905
22.8098,60.6925
22.8231,60.6883
22.8331,60.6956
22.8464,60.7001
22.8564,60.7017
22.8664,60.697
22.8764,60.6903
22.8898,60.6841
22.8998,60.6645
22.9131,60.6382
22.9264,60.6248
22.9364,60.6339
22.9497,60.6473
22.9598,60.6641
22.9698,60.6674
22.9831,60.6716
22.9965,60.6629
23.0098,60.6512
23.0198,60.65
23.0298,60.6466
23.0431,60.6613
23.0564,60.6652
23.0664,60.6909
23.0764,60.6957
23.0864,60.7127
23.0965,60.705
23.1098,60.6953
23.1231,60.6668
23.1364,60.6156
23.1464,60.5879
23.1564,60.5487
23.1698,60.5176
23.1798,60.4949
23.1898,60.4853
23.2031,60.4724
23.2131,60.4359
23.2231,60.4007
23.2364,60.3519
23.2498,60.327
23.2631,60.3001
23.2731,60.2817
23.2831,60.2685
23.2964,60.2842
23.3065,60.2999
23.3165,60.3161
23.3298,60.3067
23.3398,60.2773
23.3531,60.2252
23.3631,60.1904
23.3731,60.1563
23.3831,60.1371
23.3964,60.1232
23.4064,60.1226
23.4198,60.118
23.4298,60.1112
23.4431,60.0875
23.4564,60.0548
23.4664,60.0466
23.4764,60.0269
23.4898,60.0009
23.5031,59.9653
23.5164,59.9275
23.5265,59.885
23.5398,59.8111
23.5531,59.7264
23.5664,59.6511
23.5764,59.6109
23.5865,59.5747
23.5998,59.5091
23.6131,59.4264
23.6264,59.3337
23.6364,59.2637
23.6498,59.1616
23.6631,59.046
23.6764,58.9351
23.6864,58.8495
23.6965,58.7855
23.7098,58.6925
23.7198,58.6395
23.7298,58.5742
23.7431,58.4937
23.7564,58.4168
23.7664,58.3787
23.7764,58.3761
23.7865,58.3779
23.7998,58.4051
23.8098,58.4091
23.8198,58.4133
23.8298,58.4058
23.8398,58.395
23.8498,58.3622
23.8631,58.3238
23.8731,58.2731
23.8831,58.217
23.8931,58.1505
23.9031,58.092
23.9131,58.0201
23.9231,57.9597
23.9364,57.8806
23.9498,57.8078
23.9631,57.7405
23.9731,57.6874
23.9831,57.6443
23.9964,57.5888
24.0098,57.5355
24.0198,57.491
24.0331,57.4266
24.0465,57.347
24.0598,57.2798
24.0731,57.234
24.0831,57.2219
24.0931,57.1926
24.1031,57.1624
24.1131,57.1148
24.1265,57.0806
24.1398,57.0512
24.1531,57.0264
24.1631,57.012
24.1731,56.9997
24.1864,57.0229
24.1964,57.0442
24.2065,57.0924
24.2198,57.1183
24.2298,57.1349
24.2431,57.1435
24.2531,57.1515
24.2664,57.1655
24.2797,57.1544
24.2898,57.135
24.2998,57.105
24.3131,57.0572
24.3231,56.9981
24.3331,56.9397
24.3464,56.8527
24.3564,56.777
24.3697,56.6703
24.3798,56.5864
24.3898,56.5156
24.3998,56.4577
24.4131,56.3671
24.4265,56.2802
24.4398,56.1975
24.4498,56.1288
24.4598,56.0794
24.4731,55.9988
24.4831,55.95
24.4931,55.8874
24.5065,55.8025
24.5198,55.7018
24.5331,55.6168
24.5431,55.5729
24.5531,55.5362
24.5664,55.4879
24.5798,55.4354
24.5898,55.4033
24.6031,55.3562
24.6164,55.3124
24.6298,55.2636
24.6431,55.2174
24.6531,55.1825
24.6664,55.1147
24.6798,55.0543
24.6931,55.0376
24.7031,55.022
24.7131,55.019
24.7264,54.9754
24.7365,54.9577
24.7465,54.9233
24.7598,54.8762
24.7731,54.8126
24.7831,54.7637
24.7931,54.7223
24.8031,54.6753
24.8164,54.619
24.8264,54.558
24.8364,54.4877
24.8464,54.4165
24.8565,54.3562
24.8698,54.2737
24.8831,54.1816
24.8931,54.1021
24.9031,54.027
24.9164,53.9231
24.9265,53.868
24.9365,53.8244
24.9498,53.7651
24.9631,53.6572
24.9731,53.5674
24.9864,53.473
24.9964,53.422
25.0064,53.3717
25.0164,53.3185
25.0298,53.2457
25.0431,53.1411
25.0531,53.0599
25.0631,52.9658
25.0764,52.8555
25.0897,52.7722
25.0998,52.7376
25.1098,52.7236
25.1198,52.7144
25.1298,52.7028
25.1431,52.6954
25.1565,52.6917
25.1697,52.6634
25.1798,52.6579
25.1898,52.6401
25.2031,52.6217
25.2131,52.5891
25.2231,52.5444
25.2365,52.463
25.2465,52.4019
25.2598,52.3365
25.2698,52.284
25.2831,52.2272
25.2964,52.1606
25.3064,52.0999
25.3165,52.0255
25.3298,51.9368
25.3398,51.9049
25.3498,51.8837
25.3631,51.8689
25.3731,51.839
25.3864,51.8068
25.3964,51.7864
25.4064,51.7595
25.4164,51.737
25.4298,51.7012
25.4398,51.6997
25.4531,51.7032
25.4631,51.7225
25.4731,51.7425
25.4864,51.7744
25.4964,51.8067
25.5064,51.8442
25.5198,51.9107
25.5331,51.9838
25.5431,52.0511
25.5565,52.1245
25.5698,52.1844
25.5831,52.2322
25.5964,52.2656
25.6064,52.3009
25.6198,52.338
25.6331,52.3698
25.6464,52.3813
25.6564,52.3738
25.6665,52.3661
25.6798,52.3403
25.6898,52.3186
25.6998,52.299
25.7131,52.2721
25.7264,52.238
25.7398,52.1905
25.7498,52.1441
25.7631,52.0793
25.7764,52.0189
25.7898,51.9872
25.7998,51.9755
25.8098,51.9874
25.8198,51.9958
25.8331,52.0178
25.8431,52.0168
25.8531,52.0222
25.8664,52.0125
25.8764,52.0032
25.8898,51.9847
25.9031,51.9816
25.9131,51.9926
25.9231,51.9958
25.9364,51.9968
25.9464,51.9791
25.9565,51.9633
25.9698,51.9369
25.9831,51.9272
25.9964,51.9286
26.0064,51.9524
26.0165,51.9797
26.0298,52.0156
26.0431,52.0422
26.0564,52.0723
26.0665,52.1081
26.0765,52.1446
26.0898,52.1876
26.1031,52.2008
26.1131,52.209
26.1264,52.2205
26.1364,52.2155
26.1464,52.1862
26.1565,52.1497
26.1698,52.0811
26.1831,52.0039
26.1931,51.9425
26.2064,51.8532
26.2198,51.7777
26.2298,51.7044
26.2398,51.6335
26.2531,51.5312
26.2665,51.4419
26.2798,51.3831
26.2931,51.3243
26.3031,51.2848
26.3164,51.2621
26.3264,51.261
26.3398,51.3088
26.3498,51.3365
26.3598,51.3733
26.3731,51.3939
26.3831,51.4139
26.3964,51.4161
26.4098,51.4084
26.4198,51.3777
26.4298,51.346
26.4431,51.3117
26.4531,51.2877
26.4631,51.282
26.4764,51.2611
26.4898,51.2552
26.5031,51.2273
26.5131,51.167
26.5231,51.0908
26.5364,50.9936
26.5498,50.9122
26.5598,50.8637
26.5698,50.8099
26.5831,50.7673
26.5964,50.7042
26.6064,50.6468
26.6164,50.5867
26.6264,50.5426
26.6365,50.5095
26.6498,50.4587
26.6631,50.409
26.6764,50.3208
26.6898,50.2436
26.6998,50.1802
26.7131,50.1015
26.7264,49.9958
26.7364,49.9051
26.7465,49.8245
26.7598,49.7183
26.7731,49.6286
26.7864,49.5524
26.7964,49.4683
26.8098,49.3699
26.8231,49.2841
26.8331,49.234
26.8464,49.2094
26.8564,49.1942
26.8664,49.1998
26.8764,49.1766
26.8898,49.1306
26.9031,49.0859
26.9164,49.0868
26.9264,49.0802
26.9365,49.0729
26.9498,49.0312
26.9598,48.8722
26.9679,48.2943
26.9687,47.5405
26.9687,47.5065
